"","MSETrain","MSEValid"
"1",0.047339578276699,0.0442439140812043
"2",0.0400949311487883,0.0382236388421828
"3",0.0339127168906711,0.032967290570659
"4",0.0289553326145125,0.0288417600816296
"5",0.0254339120259067,0.0259535789489746
"6",0.0231575615363048,0.0240554640370031
"7",0.0217469079153878,0.0228132247924805
"8",0.02087202878997,0.0219666942473381
"9",0.0203143171397724,0.0213525418312319
"10",0.0199438021020982,0.0208778212147374
"11",0.0196859608410797,0.0204912354869227
"12",0.0194979917655871,0.0201641959528769
"13",0.0193548916778353,0.0198800794539913
"14",0.0192416385539527,0.0196287016714773
"15",0.0191489019936232,0.0194034853289204
"16",0.0190708157754969,0.0191998912442115
"17",0.0190035056803329,0.0190146907683342
"18",0.0189443844862685,0.0188454643372566
"19",0.0188916096574887,0.0186902723004741
"20",0.0188439629775641,0.0185476195427679
"21",0.0188005172263898,0.018416198607414
"22",0.0187605449131557,0.0182949466090049
"23",0.01872357250748,0.0181828775713521
"24",0.0186891251562703,0.0180791747185492
"25",0.0186569052496499,0.0179830997220932
"26",0.0186265993052151,0.0178939650135656
"27",0.0185980062709602,0.017811159933767
"28",0.0185709462582486,0.017734153809086
"29",0.0185452301194698,0.0176624390386766
"30",0.0185207295516989,0.0175955695490683
"31",0.0184973017021952,0.0175331223395563
"32",0.0184748883716938,0.0174747436277328
"33",0.018453318930532,0.0174200734784526
"34",0.0184325722153408,0.0173688150221302
"35",0.0184125371184329,0.0173206806182861
"36",0.0183931607313857,0.0172754056992069
"37",0.0183743464963281,0.0172327503081291
"38",0.0183560877997072,0.0171925114047143
"39",0.0183382854382307,0.0171544859486241
"40",0.0183209380891882,0.0171184908959173
"41",0.0183039756489197,0.0170843570463119
"42",0.0182873663723717,0.0170519475013979
"43",0.018271065287385,0.0170211161336591
"44",0.018255068425828,0.01699172758287
"45",0.0182393056840407,0.0169636880197833
"46",0.0182237783847338,0.0169368651605422
"47",0.018208450814722,0.0169111805577432
"48",0.0181932859381095,0.0168865342294016
"49",0.0181783062409759,0.016862847728114
"50",0.0181634323606875,0.0168400364537393
"51",0.0181486973650082,0.0168180388789023
"52",0.0181340509909367,0.0167967888616746
"53",0.0181195024974469,0.0167762187219435
"54",0.0181050029442479,0.0167562807759931
"55",0.0180905523313398,0.0167369304164763
"56",0.0180761585949859,0.0167181030396492
"57",0.0180617661813426,0.0166997571145335
"58",0.0180474213852796,0.0166818634156258
"59",0.0180330395533209,0.0166643742592104
"60",0.0180186683030466,0.0166472542670465
"61",0.0180042745666927,0.0166304649845246
"62",0.0179898504079959,0.0166139818006946
"63",0.0179753812771399,0.0165977647227626
"64",0.0179608446880452,0.0165818029834378
"65",0.0179462565132384,0.0165660550517421
"66",0.0179315969120613,0.0165505055458315
"67",0.0179168354621707,0.0165351160110966
"68",0.0179020091994626,0.0165198664511404
"69",0.0178870453748558,0.016504741484119
"70",0.0178719902832201,0.0164897257281888
"71",0.0178568068886597,0.0164747853432932
"72",0.0178414793186479,0.0164599018712198
"73",0.0178260340273959,0.0164450660828621
"74",0.0178104207519023,0.0164302456763483
"75",0.0177946408148777,0.016415431422572
"76",0.0177786862800588,0.0164005925578456
"77",0.0177625452430503,0.0163857321585378
"78",0.0177462203492735,0.0163708194609611
"79",0.0177296785309642,0.016355840621456
"80",0.0177129144972803,0.0163407802581787
"81",0.0176959229573793,0.0163256106838103
"82",0.0176786867160242,0.0163103303601665
"83",0.0176612070959253,0.0162949131381127
"84",0.0176434549974502,0.0162793482503583
"85",0.0176254171934935,0.0162636003186626
"86",0.0176071016203183,0.0162476785721317
"87",0.0175884672738973,0.0162315507088938
"88",0.0175695154769411,0.0162151936561831
"89",0.0175502224206594,0.016198601261262
"90",0.017530561650841,0.0161817535277336
"91",0.0175105477173021,0.0161646258446478
"92",0.0174901594566737,0.0161472135974515
"93",0.0174693532195071,0.0161294798697195
"94",0.0174481488464609,0.016111409279608
"95",0.0174264841701386,0.0160929925980106
"96",0.0174043512542767,0.0160742036757931
"97",0.0173817514215858,0.016055013287452
"98",0.0173586529270125,0.0160354168184342
"99",0.0173350570932671,0.0160153819668678
"100",0.0173108885258478,0.0159948825836182
"101",0.0172861802925184,0.0159739094395791
"102",0.0172608781621459,0.0159524394619849
"103",0.0172349517123874,0.0159304311198573
"104",0.0172083930069795,0.0159078736459055
"105",0.0171811769144214,0.0158847470437327
"106",0.0171532571398435,0.0158610143969136
"107",0.0171246336832457,0.0158366633999732
"108",0.0170952576043371,0.0158116663655927
"109",0.0170651064170382,0.0157859894537157
"110",0.0170341457308744,0.0157596065152076
"111",0.0170023438007921,0.0157325021682247
"112",0.0169696794634222,0.0157046533400013
"113",0.0169361090693163,0.0156760246522965
"114",0.0169016154232369,0.0156465868796072
"115",0.0168661429713404,0.0156163123346144
"116",0.0168296599685732,0.0155851917882119
"117",0.0167921558332509,0.0155531883239746
"118",0.016753547234608,0.0155202819455055
"119",0.0167138487224605,0.0154864326600106
"120",0.0166729928385699,0.0154516373911212
"121",0.0166309716466726,0.0154158576842277
"122",0.0165877031387139,0.0153790812338552
"123",0.0165431978963781,0.015341289581791
"124",0.0164973818478736,0.0153024611934539
"125",0.0164502444115161,0.015262572996078
"126",0.016401744583278,0.0152216249896634
"127",0.0163518492953953,0.0151795833341537
"128",0.0163005320936565,0.0151364434149957
"129",0.0162477361015076,0.0150922036940052
"130",0.0161934467691324,0.0150468487893381
"131",0.0161376561602673,0.0150003787009947
"132",0.0160802756533047,0.0149527995817123
"133",0.0160213779973256,0.0149040945114628
"134",0.015960838857537,0.0148542973303026
