"","MSETrain","MSETest"
"1",0.845984173165332,0.788477701683567
"2",0.769764703964068,0.76013847246562
"3",0.75482932410946,0.753806231773063
"4",0.751094831886705,0.752213569536601
"5",0.750011678206791,0.751830793406865
"6",0.749663921039457,0.751776081241973
"7",0.74954350330339,0.751804665343402
"8",0.749498057451489,0.751847410855228
"9",0.749479383337799,0.751884460449219
"10",0.749470955197992,0.75191215619649
"11",0.749466052554575,0.751931595475706
"12",0.749464124548736,0.75194580914223
"13",0.74946230671466,0.751954953964442
"14",0.749461480426444,0.751960075064881
"15",0.749461149911158,0.751964778116305
"16",0.749460599052347,0.751967861227793
"17",0.749460323622941,0.75196995147287
"18",0.749459882935892,0.751970369521886
"19",0.749460158365298,0.751971728181186
"20",0.749459938021773,0.751972041717947
"21",0.749459717678249,0.751972250742455
"22",0.749459607506487,0.75197251202309
"23",0.749459332077081,0.75197251202309
"24",0.749459166819438,0.751972459766963
"25",0.749459221905319,0.751972146230201
"26",0.749458836304152,0.751972355254709
"27",0.749459001561795,0.751972825559851
"28",0.749458946475914,0.751972982328232
"29",0.749458560874746,0.751972930072105
"30",0.749458450702984,0.751973086840486
"31",0.749458340531222,0.75197319135274
"32",0.749458340531222,0.751973295864994
"33",0.749458285445341,0.75197334812112
"34",0.749458175273578,0.751973400377247
"35",0.74945823035946,0.751973243608867
"36",0.74945823035946,0.751973452633374
"37",0.749458010015935,0.751973452633374
"38",0.749457514243005,0.75197334812112
"39",0.749457459157124,0.75197334812112
"40",0.749457404071243,0.751973557145628
"41",0.749457348985362,0.751973504889501
"42",0.749457404071243,0.751973557145628
"43",0.749457073555957,0.751973557145628
"44",0.749456798126551,0.751973243608867
"45",0.749456908298313,0.75197319135274
"46",0.749456687954789,0.75197319135274
"47",0.749456357439502,0.751973034584359
"48",0.749456357439502,0.751972982328232
"49",0.749456137095978,0.751972930072105
"50",0.749456082010097,0.751973086840486
"51",0.749455916752454,0.75197319135274
"52",0.749455641323048,0.751973295864994
"53",0.74945575149481,0.75197334812112
"54",0.749455696408929,0.751973400377247
"55",0.749455531151286,0.751973243608867
"56",0.749455531151286,0.751973557145628
"57",0.749455476065405,0.75197334812112
"58",0.749455310807762,0.751973713914009
"59",0.749455200636,0.751973922938517
"60",0.749455145550118,0.751974079706897
"61",0.749455035378356,0.751974131963024
"62",0.749454870120713,0.751974288731405
"63",0.749454870120713,0.751974027450771
"64",0.749454870120713,0.751974027450771
"65",0.749454429433664,0.751974131963024
"66",0.749454484519545,0.751974027450771
"67",0.749454484519545,0.751974027450771
"68",0.74945420909014,0.751973766170136
"69",0.749454429433664,0.751973922938517
"70",0.749454429433664,0.751973818426263
"71",0.749454319261902,0.751973661657882
"72",0.749454484519545,0.751973818426263
"73",0.749454484519545,0.75197387068239
"74",0.749454429433664,0.751973975194644
"75",0.749454374347783,0.751973975194644
"76",0.749454264176021,0.75197387068239
"77",0.749454264176021,0.751973766170136
"78",0.749454098918378,0.751973922938517
"79",0.749453823488972,0.751973922938517
"80",0.74945371331721,0.751973922938517
"81",0.749453658231329,0.751973766170136
"82",0.749453548059567,0.751973922938517
"83",0.749453492973686,0.75197387068239
"84",0.749453327716042,0.751974079706897
"85",0.749453052286637,0.751974236475278
"86",0.749453052286637,0.75197455001204
"87",0.749452887028994,0.751974393243659
"88",0.749452776857232,0.751974602268167
"89",0.749452556513707,0.751974706780421
"90",0.749452336170183,0.751974759036548
"91",0.749452115826658,0.751974654524294
"92",0.749452005654896,0.751974654524294
"93",0.749451895483134,0.751974602268167
"94",0.74945167513961,0.751974288731405
"95",0.74945167513961,0.751974445499786
"96",0.749451509881966,0.751974288731405
"97",0.749451454796085,0.751974184219151
"98",0.749451509881966,0.751974393243659
"99",0.749451454796085,0.751974445499786
"100",0.749451344624323,0.751974811292674
