"","MSETrain","MSEValid"
"1",0.0448115133214096,0.0464666920323526
"2",0.0443446203012242,0.0460750549070297
"3",0.0438864651070223,0.0456786032645933
"4",0.0434213312918865,0.0452612415436775
"5",0.0429322431884427,0.0448067326699534
"6",0.0424020320135744,0.0442979197348318
"7",0.0418122300823915,0.0437157354047222
"8",0.0411426105049546,0.043038829680412
"9",0.0403706924925234,0.0422433207111974
"10",0.0394721566886743,0.0413035546579669
"11",0.0384218954014877,0.0401938869107154
"12",0.0371974199059601,0.0388928659500614
"13",0.0357840243060447,0.0373897890890798
"14",0.0341833514082614,0.035693734691989
"15",0.0324220167945724,0.0338422559922741
"16",0.0305581588850934,0.0319049342986076
"17",0.0286778252928333,0.0299756511565178
"18",0.0268792934126728,0.0281528811300954
"19",0.0252490552883704,0.0265157422711772
"20",0.0238415801409379,0.0251081974275651
"21",0.0226734785696339,0.0239377329426427
"22",0.0217307523285632,0.0229851384316721
"23",0.0209824817355893,0.0222174429124401
"24",0.0203924562663212,0.0215983267753355
"25",0.0199265685061641,0.0210944944812405
"26",0.0195559674923033,0.0206782479440012
"27",0.019257786204514,0.0203280264331448
"28",0.0190143915882719,0.0200277774564682
"29",0.0188126570639432,0.0197658323472546
"30",0.0186427734099876,0.0195338449170513
"31",0.0184975675670185,0.0193258670068556
"32",0.0183717195931486,0.0191376193877189
"33",0.0182612441614498,0.0189659518580283
"34",0.0181632088226022,0.0188084786938083
"35",0.0180753967137013,0.0186633433065107
"36",0.0179960671476451,0.0185290490427325
"37",0.0179238352464737,0.0184043530494936
"38",0.0178576468098676,0.0182882155141523
"39",0.017796619589881,0.0181797304461079
"40",0.0177400353546777,0.018078165669595
"41",0.017687305498057,0.017982816696167
"42",0.017637923421873,0.0178931051684964
"43",0.0175914698268769,0.0178085281002906
"44",0.0175476034537433,0.0177286332653415
"45",0.0175059817204363,0.017653025350263
"46",0.0174664115112135,0.0175813444199101
"47",0.0174286177022778,0.0175132720701156
"48",0.017392433632098,0.0174485452713505
"49",0.017357699252696,0.0173868886886104
"50",0.017324271711331,0.0173280838997133
"51",0.0172920465138683,0.0172719186352145
"52",0.0172608794848565,0.0172182144657258
"53",0.0172307058114781,0.0171667960382277
"54",0.0172014368721252,0.0171175018433602
"55",0.0171729999177168,0.0170701872917914
"56",0.0171453420398305,0.0170247277905864
"57",0.0171183706487267,0.0169810048995479
"58",0.0170920791308526,0.0169388909493723
"59",0.0170663987052589,0.0168982844198904
"60",0.0170413201129718,0.016859108401883
"61",0.0170167415052776,0.0168212675279187
"62",0.016992661559466,0.0167846648923812
"63",0.0169690855663792,0.0167492374297111
"64",0.0169459354860938,0.0167149159216112
"65",0.016923202059636,0.0166816249970467
"66",0.0169008813188741,0.0166493138959331
"67",0.0168789190326749,0.0166179010944982
"68",0.0168573019739328,0.0165873696727137
"69",0.0168360248518056,0.0165576350304388
"70",0.0168150413714236,0.0165286787094608
"71",0.0167943925368141,0.0165004314914826
"72",0.0167740122124491,0.016472864151001
"73",0.0167538818803806,0.0164459428479595
"74",0.0167340174131354,0.0164196122077204
"75",0.0167144069063184,0.0163938630011774
"76",0.0166950186148761,0.0163686413918772
"77",0.016675841957124,0.0163439381507135
"78",0.0166568703195093,0.016319711746708
"79",0.0166381063474531,0.0162959252634356
"80",0.0166195169731913,0.0162725756245275
"81",0.0166011180692506,0.0162496243753741
"82",0.0165828897949727,0.0162270607486848
"83",0.0165648189232518,0.0162048432134813
"84",0.0165469160357725,0.0161829779225011
"85",0.0165291493874813,0.0161614279593191
"86",0.016511516332957,0.0161401810184602
"87",0.0164940089359363,0.0161192109507899
"88",0.0164766576187621,0.0160985177563083
"89",0.0164594134411435,0.0160780752858808
"90",0.0164422644986855,0.0160578820013231
"91",0.0164252385683099,0.0160379086771319
"92",0.0164083237456217,0.0160181522369385
"93",0.0163914882855673,0.0159985926843459
"94",0.0163747745148848,0.0159792223284321
"95",0.0163581202661776,0.015960031940091
"96",0.0163415718343155,0.0159410107520319
"97",0.0163250948288239,0.0159221433824108
"98",0.0163086839588604,0.0159034313694123
"99",0.0162923590650836,0.0158848577930081
"100",0.0162761122112301,0.0158664103477232
"101",0.0162598984251406,0.0158480890335575
"102",0.0162437587108427,0.0158298815450361
"103",0.0162276838093624,0.0158117832676057
"104",0.0162116604935941,0.0157937895867132
"105",0.0161956795045638,0.0157758851205149
"106",0.0161797580375089,0.0157580621780888
"107",0.0161638709609287,0.0157403330649099
"108",0.0161480354700604,0.0157226731700282
"109",0.0161322330469563,0.0157050809552593
"110",0.0161164544326422,0.0156875579587875
"111",0.0161007154996451,0.0156700918751378
"112",0.0160850255069389,0.0156526919334166
"113",0.0160693487413383,0.0156353242935673
"114",0.0160536984299489,0.0156180227956464
"115",0.0160380732500603,0.0156007489850444
"116",0.0160224626199878,0.0155835182436051
"117",0.0160068863803901,0.0155663228804065
"118",0.0159913008818183,0.0155491582808956
"119",0.015975765646248,0.015532015215966
"120",0.015960226442546,0.0155149044529084
"121",0.0159446938523968,0.015497810609879
