"","MSETrain","MSETest"
"1",0.766349273202307,0.766153410236182
"2",0.760161980700534,0.764908868647131
"3",0.759368097594895,0.7635722313063
"4",0.758653038251254,0.762210180750945
"5",0.758012115851331,0.760883426326874
"6",0.757442081577907,0.759638341720418
"7",0.756936171500055,0.758503978362711
"8",0.756488473835624,0.757493531576679
"9",0.756092650728076,0.756609987958046
"10",0.755744441433519,0.755847048504921
"11",0.755437295058219,0.755195264714468
"12",0.755167643229167,0.7546412240568
"13",0.754929946979303,0.754171785510732
"14",0.754720211861229,0.753773699451596
"15",0.754535615132117,0.753435616815642
"16",0.754371097158595,0.753147600384369
"17",0.754224847124509,0.752899387128837
"18",0.754094361842823,0.752686144194145
"19",0.753976712052111,0.752500540845335
"20",0.753870939084997,0.752338341546653
"21",0.753775072347431,0.752195636572787
"22",0.753687940134844,0.752069602233235
"23",0.753607891408977,0.751957686346197
"24",0.753534819651233,0.751857391031611
"25",0.753467340119846,0.751766978633786
"26",0.753405346296221,0.751685580324872
"27",0.753348145809473,0.751611947164841
"28",0.753294460436437,0.751544069989296
"29",0.753244290177111,0.751483632152191
"30",0.753198274143079,0.751427049738657
"31",0.753155240629772,0.751374594257396
"32",0.753114230969813,0.751327406044957
"33",0.753075404941099,0.751282824316059
"34",0.753039721211006,0.751241446389847
"35",0.753006380890052,0.751203163662839
"36",0.752973519902787,0.751167596022854
"37",0.75294348165835,0.751134254754226
"38",0.752914455340587,0.751102596839552
"39",0.752887399616874,0.751072948089274
"40",0.752861036264043,0.751045525710354
"41",0.752836164171575,0.751018646348838
"42",0.752812889858066,0.750994210565642
"43",0.75278988184105,0.750970697912033
"44",0.752768524862293,0.750948705707156
"45",0.752748179810209,0.750927310821425
"46",0.752727941276723,0.750907056272242
"47",0.752709087485002,0.750887887757868
"48",0.752690713026969,0.750869207959158
"49",0.752673510273506,0.750851831402219
"50",0.75265641403864,0.750835377974867
"51",0.752640169952552,0.750818924547514
"52",0.752624405200153,0.750803557154971
"53",0.752609492596531,0.750788352667649
"54",0.75259457999291,0.750774288516876
"55",0.752580146722977,0.750760278667844
"56",0.752566672120419,0.750746811836215
"57",0.75255362359225,0.750733833720251
"58",0.752540788101276,0.750721290018211
"59",0.752528059128899,0.750709235031834
"60",0.752515862749509,0.75069756015764
"61",0.752504571778196,0.750686156792149
"62",0.752492801473195,0.75067513353884
"63",0.75248119094609,0.750663621569868
"64",0.75247016627127,0.750653249937444
"65",0.752460206782423,0.750642986908502
"66",0.752449235366901,0.7506327781813
"67",0.752439755211742,0.75062278666106
"68",0.752428996833415,0.750612740839079
"69",0.752419782974749,0.750603129431022
"70",0.752409930004499,0.750593789531667
"71",0.752400023774951,0.750584666839274
"72",0.752391076212778,0.750575761353842
"73",0.752381755835515,0.750566204247526
"74",0.752373553903523,0.750557190158613
"75",0.752364393304156,0.750548284673182
"76",0.752355392482684,0.750539487791231
"77",0.752346764476303,0.750531342530166
"78",0.752337976692027,0.750522056932551
"79",0.752330041056528,0.750513477257562
"80",0.752321626087342,0.750505277694757
"81",0.752313211118156,0.750496209304104
"82",0.752304796148969,0.750487521025634
"83",0.752296860513471,0.750478724143683
"84",0.752288445544284,0.750470253072175
"85",0.752280137093695,0.750461401888484
"86",0.752272041680301,0.750452985118717
"87",0.7522642125634,0.750444296840247
"88",0.752256276927901,0.750435119846113
"89",0.752248128255208,0.750426377265903
"90",0.752239873063918,0.750417363176991
"91",0.752231085279641,0.750408131881117
"92",0.752223522459233,0.750398466171319
"93",0.752214841193554,0.750389234875445
"94",0.752206426224367,0.75037989497609
"95",0.752197904736584,0.750370229266292
"96",0.752189170211606,0.750359911935609
"97",0.752180435686627,0.750350137622331
"98",0.752171914198844,0.750339874593389
"99",0.752162274265789,0.750329068547042
"100",0.7521539658152,0.750318479707657
"101",0.75214448566004,0.750307184945646
"102",0.752135484838569,0.750296053088857
"103",0.752125738386916,0.750284323912923
"104",0.752116045194563,0.750272649038729
"105",0.752106192224313,0.750260213940169
"106",0.752095700142479,0.750247290125945
"107",0.752084728726958,0.750234257708241
"108",0.752074289904423,0.750220790876613
"109",0.752062839155214,0.750207106838023
"110",0.752051122109511,0.750192173859403
"111",0.752039511582406,0.750177512389485
"112",0.752027048906523,0.750161710583018
"113",0.752014639489938,0.750145365759147
"114",0.752001324665276,0.750128423616131
"115",0.751987743544121,0.750110938455711
"116",0.751973683089278,0.750092258657001
"117",0.75195823789267,0.75007352455655
"118",0.751943591585542,0.750053378610849
"119",0.751927081202961,0.750032852552964
"120",0.75191019800529,0.750010643141125
"121",0.751893101770424,0.749987999315364
"122",0.751873555607821,0.749963672135648
"123",0.751854169223113,0.749937987412422
"124",0.751833504615238,0.749911488163089
"125",0.751812254155077,0.749883305559803
"126",0.751789033100867,0.749853874016487
"127",0.751764267526996,0.749822650515736
"128",0.751739129138034,0.749789635057551
"129",0.751711327784141,0.749755044848893
"130",0.751682035169884,0.749717848156695
"131",0.75165109151737,0.749678805205321
